	GCF_000267545.1_ASM26754v1_genomic.fna	GCF_001648195.1_ASM164819v1_genomic.fna	GCF_000590475.1_ASM59047v1_genomic.fna	GCF_000195105.1_ASM19510v1_genomic.fna	GCF_000818015.1_ASM81801v1_genomic.fna	GCF_000661915.1_ASM66191v1_genomic.fna	GCF_001038645.1_ASM103864v1_genomic.fna	GCF_000327065.1_ASM32706v1_genomic.fna	GCF_000279165.1_ASM27916v1_genomic.fna	GCF_000013785.1_ASM1378v1_genomic.fna	GCF_000016565.1_ASM1656v1_genomic.fna	GCF_000219605.1_ASM21960v1_genomic.fna	SAMD00059319_PSCT_BDJA01_FF.fna
PSCT_03564	0.97	0.85	0.85	0.98	0.84	0.98	0.98	0.99	0.87	0.00	0.84	0.98	1.00
PSCT_03565	0.96	0.82	0.80	0.98	0.76	0.95	0.98	0.99	0.86	0.02	0.81	0.73	1.00
PSCT_03566	0.92	0.80	0.78	0.95	0.74	0.97	0.94	0.99	0.71	0.28	0.76	0.94	1.00
PSCT_03567	0.93	0.70	0.71	0.95	0.68	0.97	0.95	0.98	0.55	0.13	0.77	0.95	1.00
PSCT_03568	0.92	0.86	0.81	0.94	0.82	0.93	0.86	0.94	0.80	0.02	0.82	0.85	1.00
PSCT_03569	0.60	0.58	0.04	0.59	0.50	0.00	0.32	0.33	0.46	0.00	0.10	0.27	1.00
PSCT_03570	0.96	0.91	0.26	0.84	0.91	0.94	0.96	0.96	0.00	0.97	0.74	0.97	1.00
PSCT_03571	0.99	0.93	0.05	0.97	0.95	0.97	0.97	0.99	0.00	0.97	0.75	0.98	1.00
PSCT_03572	0.96	0.81	0.80	0.96	0.88	0.97	0.97	0.99	0.76	0.96	0.65	0.96	1.00
PSCT_03573	0.97	0.87	0.87	0.97	0.92	0.98	0.96	0.99	0.86	0.98	0.82	0.98	1.00
PSCT_03574	0.98	0.79	0.80	0.97	0.84	0.98	0.97	0.99	0.82	0.99	0.58	0.98	1.00
PSCT_03575	0.79	0.60	0.61	0.88	0.56	0.79	0.89	0.93	0.55	0.89	0.46	0.89	1.00
PSCT_03576	0.99	0.85	0.13	0.98	0.88	0.98	0.98	1.00	0.85	0.98	0.74	0.98	1.00
PSCT_03577	0.99	0.93	0.07	0.87	0.90	0.97	0.97	0.99	0.80	0.89	0.73	0.96	1.00
PSCT_03578	1.00	0.92	0.00	0.85	0.93	0.98	0.97	0.99	0.81	0.84	0.74	0.97	1.00
PSCT_03579	0.99	0.95	0.95	0.99	0.92	0.99	0.98	0.99	0.95	0.98	0.87	0.97	1.00
PSCT_03580	0.99	0.96	0.97	1.00	0.95	1.00	0.98	1.00	0.96	0.98	0.85	0.98	1.00
PSCT_03581	0.98	0.91	0.91	0.97	0.94	1.00	0.97	0.98	0.92	0.95	0.75	0.97	1.00
PSCT_03582	0.93	0.77	0.77	0.86	0.73	0.91	0.87	0.95	0.71	0.87	0.56	0.87	1.00
PSCT_03583	0.96	0.85	0.86	0.96	0.86	0.97	0.96	0.99	0.85	0.96	0.73	0.96	1.00
PSCT_03584	0.94	0.84	0.85	0.94	0.85	0.94	0.84	1.00	0.86	0.94	0.83	0.94	1.00
PSCT_03585	0.91	0.87	0.88	0.98	0.94	0.99	0.98	1.00	0.93	0.98	0.87	0.98	1.00
PSCT_03586	0.98	0.87	0.90	0.98	0.85	0.97	0.98	1.00	0.85	0.98	0.79	0.99	1.00
PSCT_03587	0.99	0.95	0.94	0.98	0.98	0.98	0.98	1.00	0.93	0.98	0.92	0.98	1.00
PSCT_03588	0.94	0.77	0.81	0.94	0.73	0.96	0.94	0.99	0.80	0.94	0.61	0.93	1.00
PSCT_03589	0.92	0.80	0.80	0.94	0.74	0.94	0.94	0.99	0.80	0.94	0.70	0.93	1.00
PSCT_03590	0.94	0.77	0.77	0.91	0.78	0.98	0.91	1.00	0.85	0.91	0.63	0.91	1.00
PSCT_03591	0.95	0.79	0.77	0.93	0.87	0.95	0.92	0.95	0.86	0.93	0.62	0.92	1.00
PSCT_03592	0.98	0.09	0.12	0.99	0.08	0.09	0.09	0.98	0.82	0.09	0.10	0.08	1.00
PSCT_03593	0.98	0.05	0.05	0.97	0.00	0.00	0.00	1.00	0.81	0.00	0.06	0.00	1.00
PSCT_03594	0.98	0.28	0.20	0.97	0.29	0.28	0.29	0.99	0.90	0.28	0.19	0.29	1.00
PSCT_03595	0.91	0.27	0.28	0.90	0.28	0.28	0.28	0.98	0.77	0.28	0.26	0.28	1.00
PSCT_03596	0.93	0.10	0.12	0.93	0.12	0.12	0.13	0.96	0.80	0.13	0.16	0.13	1.00
PSCT_03597	0.98	0.93	0.91	0.98	0.93	0.98	0.98	1.00	0.91	0.98	0.84	0.98	1.00
PSCT_03598	0.97	0.93	0.92	0.97	0.94	0.99	0.97	1.00	0.94	0.97	0.87	0.97	1.00
PSCT_03599	0.98	0.95	0.93	0.98	0.88	0.99	0.98	1.00	0.90	0.98	0.82	0.98	1.00
PSCT_03600	0.96	0.89	0.89	0.97	0.90	0.97	0.97	1.00	0.89	0.97	0.81	0.97	1.00
PSCT_03601	0.96	0.91	0.91	0.98	0.92	0.99	0.98	1.00	0.92	0.98	0.89	0.98	1.00
PSCT_03602	0.99	0.94	0.95	0.97	0.94	0.99	0.97	1.00	0.92	0.97	0.77	0.97	1.00
PSCT_03603	0.99	0.96	0.96	0.99	0.96	0.99	0.99	1.00	0.96	0.99	0.87	0.99	1.00
PSCT_03604	0.96	0.87	0.86	0.95	0.90	0.95	0.96	1.00	0.88	0.95	0.39	0.95	1.00
PSCT_03605	0.99	0.96	0.95	0.98	0.95	0.99	0.98	1.00	0.96	0.98	0.88	0.98	1.00
PSCT_03606	0.93	0.75	0.75	0.93	0.65	0.94	0.93	1.00	0.11	0.93	0.71	0.92	1.00
PSCT_03607	0.98	0.94	0.95	0.97	0.95	0.98	0.97	0.99	0.93	0.97	0.86	0.96	1.00
PSCT_03608	0.95	0.84	0.85	0.93	0.88	0.96	0.93	0.97	0.89	0.93	0.82	0.93	1.00
PSCT_03609	0.11	0.00	0.42	0.74	0.00	0.86	0.75	0.89	0.00	0.75	0.46	0.74	1.00
PSCT_03610	0.96	0.79	0.79	0.94	0.82	0.95	0.94	0.95	0.77	0.94	0.70	0.94	1.00
PSCT_03611	0.95	0.90	0.90	0.95	0.91	0.95	0.95	0.96	0.88	0.95	0.85	0.95	1.00
PSCT_03612	0.67	0.57	0.16	0.84	0.58	0.81	0.84	0.79	0.58	0.84	0.23	0.84	1.00
PSCT_03613	0.97	0.82	0.79	0.96	0.86	0.95	0.96	0.95	0.80	0.96	0.77	0.96	1.00
PSCT_03614	0.87	0.71	0.70	0.86	0.68	0.87	0.86	0.86	0.71	0.86	0.24	0.86	1.00
PSCT_03615	0.94	0.69	0.72	0.93	0.70	0.94	0.93	0.93	0.81	0.93	0.63	0.93	1.00
PSCT_03616	0.92	0.65	0.62	0.89	0.65	0.88	0.88	0.86	0.67	0.89	0.57	0.85	1.00
PSCT_03617	0.84	0.68	0.68	0.81	0.65	0.14	0.81	0.80	0.15	0.80	0.19	0.76	1.00
PSCT_03618	0.98	0.88	0.88	0.97	0.88	0.42	0.97	0.97	0.40	0.97	0.42	0.97	1.00
PSCT_03619	0.94	0.80	0.80	0.91	0.78	0.05	0.91	0.90	0.05	0.91	0.04	0.91	1.00
PSCT_03620	0.88	0.82	0.81	0.87	0.71	0.06	0.59	0.86	0.00	0.87	0.05	0.87	1.00
PSCT_03621	0.99	0.95	0.94	0.97	0.92	0.05	0.97	0.97	0.06	0.97	0.04	0.97	1.00
PSCT_03622	0.98	0.91	0.91	0.98	0.92	0.98	0.98	0.99	0.92	0.98	0.83	0.98	1.00
PSCT_03623	0.99	0.88	0.86	0.96	0.90	0.99	0.95	0.99	0.86	0.96	0.49	0.96	1.00
PSCT_03624	0.86	0.67	0.68	0.88	0.68	0.85	0.89	0.86	0.65	0.88	0.64	0.89	1.00
PSCT_03625	0.97	0.88	0.90	0.96	0.87	0.95	0.96	0.99	0.86	0.95	0.81	0.96	1.00
PSCT_03626	0.98	0.94	0.93	0.99	0.88	0.99	0.99	1.00	0.86	0.99	0.81	0.99	1.00
PSCT_03627	0.99	0.93	0.92	1.00	0.97	1.00	1.00	0.99	0.91	0.99	0.91	0.99	1.00
PSCT_03628	0.92	0.81	0.81	0.87	0.89	0.89	0.87	0.91	0.88	0.88	0.77	0.86	1.00
PSCT_03629	0.99	0.04	0.16	0.16	0.15	0.16	0.15	1.00	0.16	0.16	0.17	0.16	1.00
PSCT_03630	0.98	0.88	0.87	0.96	0.95	0.97	0.96	1.00	0.89	0.96	0.68	0.96	1.00
PSCT_03631	0.98	0.90	0.89	0.98	0.90	0.98	0.97	1.00	0.88	0.97	0.83	0.97	1.00
PSCT_03632	1.00	0.97	0.95	0.98	0.97	1.00	0.98	1.00	0.94	0.98	0.79	0.98	1.00
PSCT_03633	0.95	0.90	0.91	0.94	0.93	0.97	0.94	1.00	0.89	0.93	0.83	0.94	1.00
PSCT_03634	0.95	0.30	0.18	0.98	0.89	0.97	0.97	0.97	0.26	0.97	0.30	0.97	1.00
PSCT_03635	0.98	0.87	0.85	0.97	0.12	0.99	0.98	0.99	0.86	0.97	0.61	0.97	1.00
PSCT_03636	0.98	0.91	0.91	0.96	0.89	0.95	0.96	0.95	0.92	0.96	0.84	0.97	0.99
PSCT_03637	0.96	0.88	0.88	0.96	0.89	0.99	0.96	0.99	0.89	0.96	0.83	0.96	1.00
PSCT_03638	0.81	0.81	0.80	0.99	0.86	0.94	0.97	0.93	0.81	0.99	0.70	0.99	1.00
PSCT_03639	0.55	0.56	0.56	0.76	0.00	0.84	0.75	0.77	0.58	0.76	0.00	0.00	1.00
PSCT_03640	0.44	0.44	0.75	0.97	0.93	0.97	0.97	0.97	0.75	0.97	0.05	0.97	1.00
PSCT_03641	0.93	0.95	0.94	0.95	0.91	0.96	0.94	0.95	0.91	0.95	0.80	0.95	1.00
PSCT_03642	0.56	0.62	0.54	0.64	0.65	0.88	0.64	0.91	0.56	0.63	0.11	0.64	1.00
PSCT_03643	0.96	0.88	0.90	0.97	0.90	0.99	0.97	0.99	0.90	0.97	0.80	0.97	1.00
PSCT_03644	1.00	0.96	0.96	0.99	0.99	1.00	1.00	0.99	0.96	1.00	0.92	0.99	1.00
PSCT_03645	0.98	0.82	0.82	0.95	0.81	0.96	0.96	1.00	0.83	0.96	0.72	0.96	1.00
PSCT_03646	0.99	0.90	0.89	0.98	0.90	0.98	0.98	1.00	0.90	0.98	0.81	0.98	1.00
PSCT_03647	0.98	0.88	0.88	0.98	0.79	0.97	0.97	0.98	0.78	0.97	0.70	0.97	1.00
PSCT_03648	0.93	0.76	0.79	0.93	0.73	0.95	0.92	0.99	0.75	0.92	0.58	0.92	1.00
PSCT_03649	0.95	0.73	0.74	0.92	0.69	0.91	0.73	1.00	0.78	0.91	0.57	0.91	1.00
PSCT_03650	0.96	0.82	0.81	0.92	0.76	0.97	0.93	1.00	0.81	0.92	0.70	0.93	1.00
PSCT_03651	0.99	0.92	0.94	0.98	0.95	0.99	0.98	1.00	0.93	0.98	0.84	0.98	1.00
PSCT_03652	0.96	0.73	0.76	0.94	0.79	0.94	0.93	0.99	0.81	0.94	0.69	0.94	1.00
PSCT_03653	0.93	0.87	0.87	0.94	0.08	0.96	0.94	0.99	0.91	0.95	0.38	0.95	1.00
PSCT_03654	0.87	0.81	0.82	0.86	0.25	0.88	0.87	0.88	0.80	0.63	0.27	0.87	1.00
PSCT_03655	0.88	0.58	0.60	0.84	0.05	0.99	0.83	1.00	0.66	0.84	0.31	0.84	1.00
PSCT_03656	0.96	0.84	0.82	0.93	0.09	0.98	0.92	0.98	0.88	0.93	0.48	0.92	1.00
PSCT_03657	0.93	0.61	0.62	0.93	0.63	0.95	0.93	0.98	0.00	0.92	0.54	0.92	1.00
PSCT_03658	0.89	0.68	0.73	0.80	0.61	0.92	0.80	0.99	0.75	0.81	0.57	0.80	1.00
PSCT_03659	0.77	0.65	0.66	0.78	0.61	0.82	0.78	0.98	0.63	0.77	0.61	0.78	1.00
PSCT_03660	0.97	0.74	0.75	0.93	0.71	0.95	0.93	0.99	0.77	0.93	0.58	0.94	1.00
PSCT_03661	0.96	0.85	0.87	0.97	0.90	0.98	0.96	0.99	0.85	0.97	0.83	0.97	0.99
PSCT_03662	0.91	0.74	0.74	0.47	0.39	0.91	0.87	0.99	0.07	0.87	0.07	0.87	1.00
PSCT_03663	0.97	0.87	0.87	0.97	0.86	0.97	0.97	0.99	0.23	0.96	0.22	0.97	1.00
PSCT_03664	0.90	0.72	0.69	0.88	0.71	0.92	0.88	0.99	0.20	0.88	0.08	0.88	1.00
PSCT_03665	0.78	0.51	0.41	0.65	0.46	0.81	0.67	0.98	0.09	0.67	0.09	0.67	1.00
PSCT_03666	0.92	0.92	0.00	0.11	0.92	0.11	0.11	0.92	0.14	0.66	0.11	0.11	1.00
PSCT_03667	0.97	0.97	0.09	0.09	0.98	0.09	0.09	0.98	0.09	0.51	0.08	0.09	1.00
PSCT_03668	0.89	0.98	0.18	0.20	0.98	0.52	0.20	0.98	0.20	0.20	0.20	0.25	1.00
PSCT_03669	0.95	0.95	0.00	0.55	0.91	0.69	0.97	0.91	0.29	0.55	0.21	0.97	1.00
PSCT_03670	0.95	0.96	0.15	0.94	0.97	0.95	0.94	0.95	0.30	0.94	0.14	0.94	1.00
PSCT_03671	0.77	0.77	0.00	0.84	0.76	0.75	0.84	0.75	0.00	0.84	0.00	0.84	1.00
PSCT_03672	0.73	0.73	0.17	0.99	0.73	0.73	0.99	0.73	0.34	0.98	0.79	0.98	1.00
PSCT_03673	0.47	0.47	0.11	0.99	0.47	0.46	0.99	0.46	0.09	1.00	0.46	0.99	1.00
PSCT_03674	0.36	0.36	0.10	0.98	0.35	0.35	0.99	0.35	0.10	1.00	0.46	1.00	1.00
PSCT_03675	0.94	0.95	0.38	0.99	0.94	0.94	0.72	0.94	0.30	0.98	0.73	0.98	1.00
PSCT_03676	0.95	0.95	0.59	0.96	0.94	0.95	0.99	0.95	0.57	0.96	0.72	0.96	1.00
PSCT_03677	0.97	0.97	0.26	0.96	0.97	0.96	0.96	0.97	0.26	0.73	0.43	0.96	1.00
PSCT_03678	0.95	0.95	0.05	0.95	0.92	0.94	0.14	0.70	0.93	0.54	0.40	0.95	1.00
PSCT_03679	0.98	0.93	0.54	0.96	0.98	0.70	0.96	0.98	0.46	0.96	0.58	0.88	1.00
PSCT_03680	0.00	0.00	0.13	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.12	0.12	1.00
PSCT_03681	0.12	0.21	0.00	0.17	0.17	0.96	0.00	0.00	0.14	0.00	0.14	0.21	1.00
PSCT_03682	0.31	0.29	0.13	0.27	0.31	1.00	0.00	0.00	0.00	0.38	0.31	0.13	1.00
PSCT_03683	0.23	0.34	0.03	0.34	0.23	0.89	0.04	0.10	0.04	0.26	0.25	0.04	1.00
PSCT_03684	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.00	0.00	0.00	1.00
PSCT_03685	0.37	0.93	0.34	0.90	0.90	0.95	0.37	0.36	0.33	0.36	0.34	0.90	1.00
PSCT_03686	0.70	0.79	0.07	0.70	0.68	0.78	0.07	0.69	0.68	0.44	0.39	0.69	1.00
PSCT_03687	0.99	0.66	0.63	0.77	0.59	0.99	0.76	0.76	0.67	0.76	0.60	0.77	1.00
PSCT_03688	0.99	0.79	0.80	0.73	0.83	1.00	0.92	0.92	0.80	0.92	0.00	0.91	1.00
PSCT_03689	0.92	0.83	0.87	0.94	0.88	0.94	0.94	1.00	0.90	0.94	0.85	0.94	1.00
PSCT_03690	0.97	0.90	0.90	0.96	0.87	0.98	0.96	1.00	0.86	0.95	0.84	0.96	1.00
PSCT_03691	0.90	0.80	0.81	0.91	0.78	0.94	0.92	1.00	0.80	0.92	0.65	0.65	1.00
PSCT_03692	0.92	0.82	0.80	0.93	0.40	0.95	0.93	1.00	0.41	0.93	0.75	0.93	1.00
PSCT_03693	0.99	0.97	0.95	0.99	0.92	0.99	0.98	1.00	0.97	0.99	0.96	0.99	1.00
PSCT_03694	0.91	0.68	0.72	0.90	0.65	0.96	0.90	0.98	0.67	0.90	0.63	0.90	1.00
PSCT_03695	0.84	0.52	0.53	0.81	0.38	0.93	0.81	0.98	0.52	0.81	0.63	0.81	1.00
PSCT_03696	0.97	0.86	0.86	0.95	0.91	1.00	0.96	1.00	0.89	0.95	0.79	0.95	1.00
PSCT_03697	0.95	0.90	0.89	0.95	0.89	0.96	0.95	0.99	0.92	0.95	0.83	0.95	1.00
PSCT_03698	0.98	0.93	0.94	0.97	0.95	0.99	0.95	0.99	0.96	0.98	0.92	0.97	1.00
PSCT_03699	0.96	0.84	0.85	0.95	0.82	0.97	0.95	1.00	0.88	0.95	0.79	0.95	1.00
PSCT_03700	0.97	0.92	0.91	0.97	0.88	0.96	0.97	1.00	0.91	0.97	0.90	0.96	1.00
PSCT_03701	0.93	0.78	0.80	0.92	0.83	0.93	0.91	1.00	0.83	0.92	0.76	0.92	1.00
PSCT_03702	0.98	0.93	0.92	0.97	0.92	0.98	0.97	1.00	0.90	0.97	0.95	0.97	1.00
PSCT_03703	1.00	0.98	0.98	0.98	0.96	0.99	0.98	1.00	0.97	0.98	0.95	0.98	1.00
PSCT_03704	0.95	0.85	0.81	0.94	0.79	0.95	0.94	1.00	0.81	0.94	0.69	0.94	1.00
PSCT_03705	0.99	0.93	0.94	0.99	0.93	0.99	0.99	1.00	0.95	0.99	0.85	0.98	1.00
PSCT_03706	0.99	0.96	0.96	0.99	0.95	0.99	0.99	1.00	0.94	0.99	0.94	0.99	1.00
PSCT_03707	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00
PSCT_03708	0.98	0.90	0.91	0.96	0.92	0.97	0.96	1.00	0.89	0.96	0.85	0.96	1.00
PSCT_03709	0.88	0.80	0.83	0.86	0.78	0.92	0.86	0.98	0.76	0.86	0.73	0.86	1.00
PSCT_03710	0.99	0.92	0.94	0.99	0.93	0.99	0.99	1.00	0.94	0.99	0.89	0.99	1.00
PSCT_03711	0.98	0.92	0.92	0.97	0.92	0.98	0.97	1.00	0.93	0.97	0.86	0.97	1.00
PSCT_03712	0.97	0.88	0.87	0.98	0.87	0.97	0.99	0.99	0.87	0.98	0.77	0.99	1.00
PSCT_03713	0.98	0.94	0.94	0.97	0.94	0.99	0.98	1.00	0.95	0.98	0.90	0.98	1.00
PSCT_03714	0.95	0.85	0.85	0.96	0.81	0.95	0.96	1.00	0.85	0.96	0.64	0.96	1.00
PSCT_03715	0.98	0.94	0.94	0.99	0.94	1.00	0.98	1.00	0.95	0.98	0.90	0.99	1.00
PSCT_03716	0.97	0.87	0.86	0.95	0.84	0.99	0.94	1.00	0.85	0.94	0.80	0.95	1.00
PSCT_03717	0.99	0.94	0.36	0.97	0.71	1.00	0.97	1.00	0.94	0.97	0.89	0.96	1.00
PSCT_03718	0.89	0.10	0.00	0.87	0.64	0.90	0.87	0.98	0.71	0.87	0.60	0.87	1.00
PSCT_03719	0.97	0.91	0.09	0.97	0.91	0.97	0.97	0.99	0.09	0.96	0.90	0.96	1.00
PSCT_03720	0.76	0.63	0.21	0.77	0.65	0.75	0.77	0.99	0.21	0.77	0.59	0.77	1.00
PSCT_03721	0.97	0.90	0.00	0.97	0.90	0.98	0.97	1.00	0.06	0.97	0.83	0.97	1.00
PSCT_03722	0.76	0.67	0.10	0.64	0.70	0.83	0.64	1.00	0.00	0.63	0.14	0.64	1.00
PSCT_03723	0.92	0.76	0.00	0.89	0.76	0.92	0.89	0.98	0.00	0.89	0.71	0.89	1.00
PSCT_03724	0.92	0.13	0.21	0.89	0.68	0.93	0.89	0.99	0.22	0.89	0.24	0.89	1.00
PSCT_03725	0.97	0.85	0.00	0.94	0.92	0.97	0.94	1.00	0.00	0.94	0.75	0.93	1.00
PSCT_03726	0.86	0.55	0.12	0.84	0.61	0.87	0.84	0.98	0.08	0.84	0.50	0.84	1.00
PSCT_03727	0.95	0.63	0.31	0.94	0.86	0.96	0.94	0.99	0.67	0.93	0.68	0.94	1.00
PSCT_03728	0.91	0.09	0.09	0.09	0.10	0.93	0.09	1.00	0.10	0.09	0.39	0.09	1.00
PSCT_03729	0.39	0.32	0.31	0.59	0.29	0.37	0.59	0.99	0.05	0.58	0.05	0.59	1.00
PSCT_03730	0.91	0.55	0.57	0.84	0.85	0.90	0.92	0.99	0.68	0.92	0.56	0.92	1.00
PSCT_03731	0.90	0.75	0.00	0.91	0.79	0.91	0.91	0.97	0.84	0.91	0.62	0.91	1.00
PSCT_03732	0.43	0.35	0.14	0.43	0.37	0.49	0.45	0.91	0.39	0.44	0.30	0.45	1.00
PSCT_03733	0.98	0.90	0.26	0.97	0.93	0.98	0.98	0.99	0.94	0.97	0.89	0.97	1.00
PSCT_03734	0.97	0.86	0.17	0.97	0.85	1.00	0.97	1.00	0.86	0.97	0.63	0.97	1.00
PSCT_03735	0.91	0.74	0.09	0.91	0.76	0.95	0.91	0.98	0.08	0.91	0.63	0.91	1.00
PSCT_03736	0.92	0.00	0.00	0.88	0.77	0.97	0.89	0.98	0.78	0.51	0.69	0.89	1.00
PSCT_03737	0.87	0.06	0.07	0.86	0.75	0.95	0.86	0.97	0.81	0.87	0.72	0.87	1.00
PSCT_03738	0.88	0.79	0.60	0.90	0.83	0.93	0.90	0.99	0.59	0.90	0.58	0.90	1.00
PSCT_03739	0.95	0.93	0.29	0.96	0.92	1.00	0.96	1.00	0.54	0.96	0.86	0.96	1.00
PSCT_03740	0.85	0.12	0.71	0.79	0.13	0.94	0.80	0.99	0.67	0.80	0.65	0.80	1.00
PSCT_03741	0.39	0.28	0.91	0.94	0.32	0.95	0.94	0.96	0.86	0.94	0.87	0.94	1.00
PSCT_03742	0.99	0.93	0.93	0.98	0.97	1.00	0.98	1.00	0.94	0.98	0.95	0.98	1.00
PSCT_03743	0.99	0.87	0.87	0.95	0.89	0.99	0.95	1.00	0.89	0.95	0.85	0.95	1.00
PSCT_03744	1.00	0.95	0.93	0.99	0.94	1.00	1.00	0.99	0.95	1.00	0.93	1.00	1.00
PSCT_03745	0.98	0.96	0.96	0.99	0.97	1.00	0.99	1.00	0.97	0.99	0.91	0.99	1.00
PSCT_03746	0.92	0.82	0.82	0.95	0.82	0.97	0.91	1.00	0.87	0.95	0.75	0.94	1.00
PSCT_03747	0.95	0.86	0.86	0.97	0.83	0.98	0.97	1.00	0.86	0.97	0.81	0.97	1.00
PSCT_03748	0.92	0.73	0.73	0.90	0.76	0.92	0.90	0.99	0.07	0.90	0.73	0.90	1.00
PSCT_03749	0.94	0.77	0.77	0.92	0.76	0.97	0.93	1.00	0.74	0.93	0.63	0.93	1.00
PSCT_03750	0.81	0.68	0.70	0.82	0.68	0.88	0.82	0.98	0.69	0.83	0.64	0.83	1.00
PSCT_03751	0.95	0.75	0.78	0.95	0.75	0.97	0.96	0.99	0.78	0.95	0.68	0.95	1.00
PSCT_03752	0.99	0.91	0.88	0.97	0.92	0.99	0.97	1.00	0.91	0.97	0.79	0.96	1.00
PSCT_03753	0.95	0.90	0.89	0.96	0.89	0.98	0.96	0.99	0.92	0.96	0.85	0.95	1.00
PSCT_03754	0.98	0.89	0.90	0.97	0.89	0.98	0.97	1.00	0.89	0.97	0.84	0.97	1.00
PSCT_03755	0.96	0.85	0.86	0.96	0.88	0.98	0.96	1.00	0.87	0.96	0.85	0.96	1.00
PSCT_03756	0.97	0.83	0.83	0.96	0.82	0.97	0.96	0.99	0.85	0.96	0.75	0.96	1.00
PSCT_03757	0.93	0.78	0.77	0.93	0.82	0.94	0.93	1.00	0.78	0.93	0.65	0.93	1.00
PSCT_03758	0.95	0.77	0.80	0.92	0.79	0.94	0.92	0.99	0.83	0.92	0.79	0.92	1.00
PSCT_03759	0.85	0.60	0.53	0.88	0.54	0.93	0.88	1.00	0.62	0.88	0.65	0.87	1.00
PSCT_03760	0.99	0.93	0.94	0.98	0.93	0.99	0.98	1.00	0.91	0.98	0.90	0.98	1.00
PSCT_03761	0.94	0.74	0.82	0.94	0.86	0.95	0.95	1.00	0.85	0.95	0.84	0.95	1.00
PSCT_03762	0.98	0.91	0.91	1.00	0.92	0.98	1.00	1.00	0.90	1.00	0.76	1.00	1.00
PSCT_03763	0.95	0.77	0.77	0.95	0.80	0.95	0.94	1.00	0.78	0.95	0.69	0.94	1.00
PSCT_03764	0.98	0.88	0.87	0.98	0.86	0.99	0.98	1.00	0.89	0.98	0.75	0.98	1.00
PSCT_03765	0.94	0.85	0.85	0.94	0.85	0.96	0.94	0.99	0.89	0.94	0.80	0.93	1.00
PSCT_03766	0.86	0.59	0.53	0.85	0.45	0.98	0.85	0.98	0.52	0.85	0.40	0.85	1.00
PSCT_03767	0.98	0.85	0.86	0.98	0.89	0.99	0.98	1.00	0.81	0.98	0.73	0.98	1.00
PSCT_03768	0.99	0.94	0.95	0.97	0.95	0.99	0.98	1.00	0.91	0.98	0.91	0.98	1.00
PSCT_03769	0.94	0.84	0.80	0.93	0.72	0.94	0.93	1.00	0.78	0.93	0.70	0.93	1.00
PSCT_03770	0.90	0.00	0.00	0.91	0.77	0.93	0.91	1.00	0.00	0.91	0.14	0.91	1.00
PSCT_03771	0.89	0.62	0.63	0.86	0.71	0.88	0.86	0.98	0.59	0.86	0.00	0.86	1.00
PSCT_03772	0.88	0.70	0.67	0.77	0.60	0.91	0.78	0.98	0.68	0.78	0.06	0.77	1.00
PSCT_03773	0.98	0.82	0.82	0.94	0.85	0.97	0.94	1.00	0.81	0.94	0.82	0.94	1.00
PSCT_03774	0.97	0.73	0.74	0.93	0.74	0.97	0.93	0.99	0.75	0.93	0.06	0.93	1.00
PSCT_03775	1.00	0.86	0.88	0.90	0.80	1.00	0.90	1.00	0.86	0.90	0.77	0.90	1.00
PSCT_03776	0.91	0.70	0.71	0.84	0.70	0.88	0.84	0.99	0.79	0.84	0.09	0.84	1.00
PSCT_03777	0.88	0.70	0.69	0.78	0.00	0.94	0.77	0.99	0.75	0.77	0.67	0.78	1.00
PSCT_03778	0.92	0.73	0.73	0.82	0.00	0.89	0.81	0.99	0.73	0.82	0.60	0.81	1.00
PSCT_03779	0.95	0.13	0.11	0.83	0.61	0.91	0.84	0.97	0.07	0.83	0.09	0.84	1.00
PSCT_03780	0.97	0.55	0.53	0.87	0.52	0.86	0.87	0.98	0.63	0.88	0.35	0.86	1.00
PSCT_03781	0.94	0.92	0.92	0.96	0.96	0.99	0.97	0.99	0.91	0.96	0.90	0.97	1.00
PSCT_03782	0.85	0.00	0.00	0.86	0.73	0.91	0.86	0.99	0.75	0.86	0.72	0.86	1.00
PSCT_03783	0.98	0.97	0.96	0.98	0.95	0.98	0.98	1.00	0.97	0.98	0.90	0.98	1.00
PSCT_03784	0.93	0.82	0.84	0.94	0.10	0.94	0.94	1.00	0.89	0.93	0.66	0.94	1.00
PSCT_03785	0.93	0.81	0.82	0.93	0.22	0.93	0.93	1.00	0.88	0.93	0.29	0.93	1.00
PSCT_03786	0.86	0.71	0.72	0.85	0.71	0.88	0.84	0.90	0.76	0.84	0.62	0.73	1.00
PSCT_03787	0.94	0.78	0.77	0.97	0.89	1.00	0.97	0.98	0.86	0.97	0.00	0.97	1.00
PSCT_03788	0.95	0.13	0.75	0.95	0.79	0.98	0.95	1.00	0.75	0.95	0.00	0.95	1.00
PSCT_03789	0.81	0.73	0.70	0.83	0.66	0.86	0.83	0.97	0.70	0.83	0.00	0.81	1.00
PSCT_03790	0.97	0.73	0.75	0.97	0.81	0.99	0.97	1.00	0.74	0.97	0.62	0.97	1.00
